Route_id,Origin,Destination
LAN-ORD,LAN,ORD
LAW-DFW,LAW,DFW
LBB-DFW,LBB,DFW
LEX-CLT,LEX,CLT
LEX-DFW,LEX,DFW
LFT-DFW,LFT,DFW
SDF-LGA,SDF,LGA
LSE-ORD,LSE,ORD
CVG-MIA,CVG,MIA
MAF-DFW,MAF,DFW
MEM-LGA,MEM,LGA
MEM-MIA,MEM,MIA
MFE-DFW,MFE,DFW
MGM-DFW,MGM,DFW
MHK-ORD,MHK,ORD
MLU-DFW,MLU,DFW
MQT-ORD,MQT,ORD
MSN-DFW,MSN,DFW
MSN-ORD,MSN,ORD
MSO-DFW,MSO,DFW
ORF-MIA,ORF,MIA
PNS-DCA,PNS,DCA
PNS-MIA,PNS,MIA
PIA-ORD,PIA,ORD
ROC-ORD,ROC,ORD
SAV-MIA,SAV,MIA
SGF-CLT,SGF,CLT
SGF-DFW,SGF,DFW
SGF-ORD,SGF,ORD
SJT-DFW,SJT,DFW
SPI-DFW,SPI,DFW
SPS-DFW,SPS,DFW
SRQ-ORD,SRQ,ORD
SUX-DFW,SUX,DFW
SUX-ORD,SUX,ORD
SWO-DFW,SWO,DFW
SYR-ORD,SYR,ORD
TOL-ORD,TOL,ORD
TLH-DFW,TLH,DFW
TLH-MIA,TLH,MIA
TVC-ORD,TVC,ORD
TXK-DFW,TXK,DFW
TYR-DFW,TYR,DFW
TYS-MIA,TYS,MIA
ACY-FLL,ACY,FLL
ACY-MCO,ACY,MCO
ACY-MYR,ACY,MYR
ACY-PBI,ACY,PBI
ACY-RSW,ACY,RSW
ACY-TPA,ACY,TPA
PIT-LAS,PIT,LAS
PIT-LAX,PIT,LAX
PIT-MCO,PIT,MCO
PIT-RSW,PIT,RSW
PIT-TPA,PIT,TPA
DEN-BWI,DEN,BWI
DEN-FLL,DEN,FLL
AVL-TPA,AVL,TPA
CAK-MCO,CAK,MCO
CAK-TPA,CAK,TPA
CLE-LAX,CLE,LAX
CLE-MSY,CLE,MSY
BOS-MYR,BOS,MYR
BWI-DEN,BWI,DEN
BWI-IAH,BWI,IAH
BWI-LAS,BWI,LAS
BWI-MSY,BWI,MSY
BWI-RSW,BWI,RSW
BWI-TPA,BWI,TPA
CMH-FLL,CMH,FLL
CMH-LAS,CMH,LAS
CMH-MCO,CMH,MCO
CMH-RSW,CMH,RSW
CMH-TPA,CMH,TPA
MYR-ACY,MYR,ACY
MYR-BOS,MYR,BOS
MYR-FLL,MYR,FLL
MYR-LGA,MYR,LGA
DTW-IAH,DTW,IAH
DTW-MCI,DTW,MCI
IAH-BWI,IAH,BWI
IAH-DEN,IAH,DEN
IAH-DTW,IAH,DTW
IAH-EWR,IAH,EWR
IAH-FLL,IAH,FLL
IAH-LAS,IAH,LAS
IAH-MCO,IAH,MCO
IAH-MSY,IAH,MSY
IAH-SAN,IAH,SAN
IAH-TPA,IAH,TPA
MCO-ACY,MCO,ACY
MCO-CAK,MCO,CAK
MCO-CMH,MCO,CMH
MCO-FLL,MCO,FLL
MCO-IAH,MCO,IAH
MCO-LBE,MCO,LBE
MCO-MCI,MCO,MCI
MCO-MSY,MCO,MSY
MCO-PIT,MCO,PIT
MCO-STT,MCO,STT
EWR-IAH,EWR,IAH
EWR-LAS,EWR,LAS
EWR-MSY,EWR,MSY
LGA-MYR,LGA,MYR
RSW-ACY,RSW,ACY
RSW-BWI,RSW,BWI
RSW-CMH,RSW,CMH
RSW-PIT,RSW,PIT
GSO-FLL,GSO,FLL
GSO-TPA,GSO,TPA
LAS-BWI,LAS,BWI
LAS-CMH,LAS,CMH
LAS-EWR,LAS,EWR
LAS-IAH,LAS,IAH
LAS-MCI,LAS,MCI
LAS-MSY,LAS,MSY
LAS-OAK,LAS,OAK
LAS-PIT,LAS,PIT
LAS-SAN,LAS,SAN
IAG-FLL,IAG,FLL
OAK-LAS,OAK,LAS
OAK-LAX,OAK,LAX
FLL-ACY,FLL,ACY
FLL-CMH,FLL,CMH
FLL-DEN,FLL,DEN
FLL-GSO,FLL,GSO
FLL-IAG,FLL,IAG
FLL-IAH,FLL,IAH
FLL-LBE,FLL,LBE
FLL-MCO,FLL,MCO
FLL-MYR,FLL,MYR
FLL-STT,FLL,STT
FLL-TPA,FLL,TPA
LAX-CLE,LAX,CLE
LAX-OAK,LAX,OAK
LAX-PIT,LAX,PIT
LBE-FLL,LBE,FLL
LBE-MCO,LBE,MCO
LBE-TPA,LBE,TPA
TPA-ACY,TPA,ACY
TPA-AVL,TPA,AVL
TPA-BWI,TPA,BWI
TPA-CAK,TPA,CAK
TPA-CMH,TPA,CMH
TPA-FLL,TPA,FLL
TPA-GSO,TPA,GSO
TPA-IAH,TPA,IAH
TPA-LBE,TPA,LBE
TPA-MSY,TPA,MSY
TPA-PIT,TPA,PIT
MCI-LAS,MCI,LAS
MCI-MCO,MCI,MCO
MSY-BWI,MSY,BWI
MSY-CLE,MSY,CLE
MSY-EWR,MSY,EWR
MSY-IAH,MSY,IAH
MSY-LAS,MSY,LAS
MSY-MCO,MSY,MCO
MSY-TPA,MSY,TPA
SAN-IAH,SAN,IAH
SAN-LAS,SAN,LAS
PBI-ACY,PBI,ACY
STT-FLL,STT,FLL
STT-MCO,STT,MCO
ABE-CLT,ABE,CLT
PIT-DCA,PIT,DCA
PIT-RDU,PIT,RDU
AGS-CLT,AGS,CLT
HSV-CLT,HSV,CLT
ALB-DCA,ALB,DCA
ART-PHL,ART,PHL
AVL-CLT,AVL,CLT
SHV-CLT,SHV,CLT
MOB-CLT,MOB,CLT
BHM-CLT,BHM,CLT
BHM-DCA,BHM,DCA
BHM-PHL,BHM,PHL
CAK-DCA,CAK,DCA
CAK-PHL,CAK,PHL
BNA-DCA,BNA,DCA
MHT-CLT,MHT,CLT
MHT-DCA,MHT,DCA
PVD-DCA,PVD,DCA
BTR-CLT,BTR,CLT
BTV-CLT,BTV,CLT
BTV-DCA,BTV,DCA
DCA-ALB,DCA,ALB
DCA-BHM,DCA,BHM
DCA-BNA,DCA,BNA
DCA-BTV,DCA,BTV
DCA-CAE,DCA,CAE
DCA-CAK,DCA,CAK
DCA-CRW,DCA,CRW
DCA-CVG,DCA,CVG
DCA-DAY,DCA,DAY
DCA-DSM,DCA,DSM
DCA-GRR,DCA,GRR
DCA-GSO,DCA,GSO
DCA-GSP,DCA,GSP
DCA-HPN,DCA,HPN
DCA-IND,DCA,IND
DCA-JAN,DCA,JAN
DCA-MHT,DCA,MHT
DCA-ORF,DCA,ORF
DCA-PVD,DCA,PVD
DCA-PWM,DCA,PWM
DCA-RDU,DCA,RDU
DCA-ROC,DCA,ROC
DCA-SAV,DCA,SAV
DCA-SDF,DCA,SDF
DCA-SYR,DCA,SYR
DCA-TYS,DCA,TYS
CAE-CLT,CAE,CLT
CAE-DCA,CAE,DCA
CHA-CLT,CHA,CLT
CHA-DCA,CHA,DCA
CID-CLT,CID,CLT
CLT-ABE,CLT,ABE
CLT-AGS,CLT,AGS
CLT-AVL,CLT,AVL
CLT-AVP,CLT,AVP
CLT-BHM,CLT,BHM
CLT-BTR,CLT,BTR
CLT-BTV,CLT,BTV
CLT-CAE,CLT,CAE
CLT-CHA,CLT,CHA
CLT-CID,CLT,CID
CLT-CMH,CLT,CMH
CLT-CRW,CLT,CRW
CLT-CVG,CLT,CVG
CLT-DAB,CLT,DAB
CLT-DAY,CLT,DAY
CLT-DSM,CLT,DSM
CLT-EVV,CLT,EVV
CLT-EWN,CLT,EWN
CLT-FAY,CLT,FAY
CLT-GNV,CLT,GNV
CLT-GPT,CLT,GPT
CLT-GRR,CLT,GRR
CLT-GSP,CLT,GSP
CLT-HPN,CLT,HPN
CLT-HSV,CLT,HSV
CLT-JAN,CLT,JAN
CLT-LIT,CLT,LIT
CLT-MHT,CLT,MHT
CLT-MKE,CLT,MKE
CLT-MLB,CLT,MLB
CLT-MOB,CLT,MOB
CLT-MSN,CLT,MSN
CLT-MYR,CLT,MYR
CLT-OAJ,CLT,OAJ
CLT-OKC,CLT,OKC
CLT-OMA,CLT,OMA
CLT-PIA,CLT,PIA
CLT-PNS,CLT,PNS
CLT-SDF,CLT,SDF
CLT-SHV,CLT,SHV
CLT-TLH,CLT,TLH
CLT-TOL,CLT,TOL
CLT-TRI,CLT,TRI
CLT-TYS,CLT,TYS
CLT-VPS,CLT,VPS
CLT-XNA,CLT,XNA
CMH-CLT,CMH,CLT
STL-PHL,STL,PHL
MYR-CLT,MYR,CLT
MYR-PHL,MYR,PHL
CRW-CLT,CRW,CLT
CRW-DCA,CRW,DCA
CRW-PHL,CRW,PHL
DAB-CLT,DAB,CLT
DAY-CLT,DAY,CLT
DAY-DCA,DAY,DCA
DAY-LGA,DAY,LGA
DAY-PHL,DAY,PHL
DSM-CLT,DSM,CLT
DSM-DCA,DSM,DCA
VPS-CLT,VPS,CLT
EVV-CLT,EVV,CLT
EWN-CLT,EWN,CLT
FAY-CLT,FAY,CLT
HPN-CLT,HPN,CLT
HPN-DCA,HPN,DCA
JFK-PIT,JFK,PIT
LGA-DAY,LGA,DAY
XNA-CLT,XNA,CLT
GSP-CLT,GSP,CLT
GSP-DCA,GSP,DCA
GSP-PHL,GSP,PHL
GNV-CLT,GNV,CLT
GPT-CLT,GPT,CLT
GRR-CLT,GRR,CLT
GRR-DCA,GRR,DCA
GSO-DCA,GSO,DCA
GSO-PHL,GSO,PHL
HVN-PHL,HVN,PHL
ILM-PHL,ILM,PHL
IND-DCA,IND,DCA
JAN-CLT,JAN,CLT
JAN-DCA,JAN,DCA
LIT-CLT,LIT,CLT
SDF-CLT,SDF,CLT
SDF-DCA,SDF,DCA
CVG-CLT,CVG,CLT
CVG-DCA,CVG,DCA
CVG-PHL,CVG,PHL
OMA-CLT,OMA,CLT
MKE-CLT,MKE,CLT
MLB-CLT,MLB,CLT
MSN-CLT,MSN,CLT
MSN-PHL,MSN,PHL
ORF-DCA,ORF,DCA
ORF-PHL,ORF,PHL
PNS-CLT,PNS,CLT
OAJ-CLT,OAJ,CLT
OKC-CLT,OKC,CLT
PHL-ART,PHL,ART
PHL-BHM,PHL,BHM
PHL-CAK,PHL,CAK
PHL-CRW,PHL,CRW
PHL-CVG,PHL,CVG
PHL-DAY,PHL,DAY
PHL-GSO,PHL,GSO
PHL-GSP,PHL,GSP
PHL-HVN,PHL,HVN
PHL-ILM,PHL,ILM
PHL-MSN,PHL,MSN
PHL-MYR,PHL,MYR
PHL-ORF,PHL,ORF
PHL-SAV,PHL,SAV
PHL-STL,PHL,STL
PHL-TYS,PHL,TYS
PIA-CLT,PIA,CLT
PWM-DCA,PWM,DCA
RDU-DCA,RDU,DCA
RDU-PIT,RDU,PIT
ROC-DCA,ROC,DCA
SAV-DCA,SAV,DCA
SAV-PHL,SAV,PHL
SYR-DCA,SYR,DCA
TOL-CLT,TOL,CLT
TLH-CLT,TLH,CLT
TRI-CLT,TRI,CLT
TYS-CLT,TYS,CLT
TYS-DCA,TYS,DCA
TYS-PHL,TYS,PHL
ABE-DTW,ABE,DTW
ABQ-LAX,ABQ,LAX
ABQ-PHX,ABQ,PHX
ABQ-SFO,ABQ,SFO
ABQ-SLC,ABQ,SLC
ABR-MSP,ABR,MSP
ABY-ATL,ABY,ATL
ACV-LAX,ACV,LAX
ACV-SFO,ACV,SFO
COS-DEN,COS,DEN
COS-LAX,COS,LAX
COS-ORD,COS,ORD
COS-SLC,COS,SLC
DAL-LAX,DAL,LAX
DAL-PDX,DAL,PDX
DAL-SAN,DAL,SAN
DAL-SEA,DAL,SEA
DAL-SFO,DAL,SFO
DAL-SJC,DAL,SJC
DFW-ASE,DFW,ASE
DFW-BRO,DFW,BRO
DFW-CYS,DFW,CYS
DFW-FWA,DFW,FWA
DFW-JLN,DFW,JLN
DFW-LRD,DFW,LRD
DFW-PIB,DFW,PIB
DFW-ROW,DFW,ROW
DFW-SRQ,DFW,SRQ
DFW-TYS,DFW,TYS
ALB-DTW,ALB,DTW
DEN-ASE,DEN,ASE
DEN-BFF,DEN,BFF
DEN-BFL,DEN,BFL
DEN-BIL,DEN,BIL
DEN-BIS,DEN,BIS
DEN-BOI,DEN,BOI
DEN-BUR,DEN,BUR
DEN-CMH,DEN,CMH
DEN-CNY,DEN,CNY
DEN-COD,DEN,COD
DEN-COS,DEN,COS
DEN-DSM,DEN,DSM
DEN-EAR,DEN,EAR
DEN-EGE,DEN,EGE
DEN-EUG,DEN,EUG
DEN-FAR,DEN,FAR
DEN-FSD,DEN,FSD
DEN-GCC,DEN,GCC
DEN-HYS,DEN,HYS
DEN-ICT,DEN,ICT
DEN-IND,DEN,IND
DEN-ISN,DEN,ISN
DEN-JMS,DEN,JMS
DEN-LAR,DEN,LAR
DEN-LBF,DEN,LBF
DEN-LBL,DEN,LBL
DEN-MAF,DEN,MAF
DEN-MFR,DEN,MFR
DEN-MKE,DEN,MKE
DEN-MMH,DEN,MMH
DEN-MRY,DEN,MRY
DEN-MTJ,DEN,MTJ
DEN-OKC,DEN,OKC
DEN-PRC,DEN,PRC
DEN-PSP,DEN,PSP
DEN-PUB,DEN,PUB
DEN-RKS,DEN,RKS
DEN-SBP,DEN,SBP
DEN-SGU,DEN,SGU
DEN-SHV,DEN,SHV
DEN-SMF,DEN,SMF
DEN-STL,DEN,STL
DEN-SUN,DEN,SUN
DEN-TUL,DEN,TUL
DEN-TUS,DEN,TUS
DEN-VEL,DEN,VEL
APN-DTW,APN,DTW
ASE-ATL,ASE,ATL
ASE-DEN,ASE,DEN
ASE-DFW,ASE,DFW
ASE-IAH,ASE,IAH
ASE-LAX,ASE,LAX
ASE-MSP,ASE,MSP
ASE-ORD,ASE,ORD
ASE-PHX,ASE,PHX
ASE-SFO,ASE,SFO
ASE-SLC,ASE,SLC
ATL-ABY,ATL,ABY
ATL-ASE,ATL,ASE
ATL-BQK,ATL,BQK
ATL-DHN,ATL,DHN
ATL-FAR,ATL,FAR
ATL-FNT,ATL,FNT
ATL-FWA,ATL,FWA
ATL-MLI,ATL,MLI
ATL-MLU,ATL,MLU
ATL-MOB,ATL,MOB
ATL-MSN,ATL,MSN
ATL-RST,ATL,RST
ATL-SBN,ATL,SBN
ATL-VLD,ATL,VLD
ATL-XNA,ATL,XNA
AUS-SAN,AUS,SAN
AUS-SJC,AUS,SJC
AVL-ORD,AVL,ORD
TUS-DEN,TUS,DEN
TUS-PDX,TUS,PDX
TUS-SFO,TUS,SFO
TUS-SJC,TUS,SJC
TUS-SLC,TUS,SLC
PHX-ABQ,PHX,ABQ
PHX-ASE,PHX,ASE
PHX-BFL,PHX,BFL
PHX-EGE,PHX,EGE
PHX-ELP,PHX,ELP
PHX-EUG,PHX,EUG
PHX-FAT,PHX,FAT
PHX-FLG,PHX,FLG
PHX-GJT,PHX,GJT
PHX-MFR,PHX,MFR
PHX-PSP,PHX,PSP
PHX-RDM,PHX,RDM
PHX-ROW,PHX,ROW
PHX-SAF,PHX,SAF
PHX-SGU,PHX,SGU
PHX-YUM,PHX,YUM
AZO-MSP,AZO,MSP
SHV-DEN,SHV,DEN
BFF-DEN,BFF,DEN
SEA-BZN,SEA,BZN
SEA-DAL,SEA,DAL
SEA-FAT,SEA,FAT
SEA-ICT,SEA,ICT
SEA-JAC,SEA,JAC
SEA-RNO,SEA,RNO
SEA-SBP,SEA,SBP
BFL-DEN,BFL,DEN
BFL-PHX,BFL,PHX
BFL-SFO,BFL,SFO
MOB-ATL,MOB,ATL
BGM-DTW,BGM,DTW
BHM-LGA,BHM,LGA
ELP-LAX,ELP,LAX
ELP-PHX,ELP,PHX
BIL-DEN,BIL,DEN
BIL-SLC,BIL,SLC
BIS-DEN,BIS,DEN
BJI-MSP,BJI,MSP
BNA-DEN,BNA,DEN
BNA-DTW,BNA,DTW
BNA-MSP,BNA,MSP
BOI-DEN,BOI,DEN
BOI-LAX,BOI,LAX
BOI-PDX,BOI,PDX
BOI-SAN,BOI,SAN
BOI-SFO,BOI,SFO
BOI-SJC,BOI,SJC
BQK-ATL,BQK,ATL
BRD-MSP,BRD,MSP
BRO-DFW,BRO,DFW
BTM-SLC,BTM,SLC
BZN-SEA,BZN,SEA
BZN-SFO,BZN,SFO
IAD-CKB,IAD,CKB
IAD-PBG,IAD,PBG
IAD-SAV,IAD,SAV
IAD-SHD,IAD,SHD
CDC-SLC,CDC,SLC
ICT-DEN,ICT,DEN
ICT-MSP,ICT,MSP
ICT-SEA,ICT,SEA
CGI-ORD,CGI,ORD
CGI-UIN,CGI,UIN
MDW-MSP,MDW,MSP
ORD-ASE,ORD,ASE
ORD-AVL,ORD,AVL
ORD-CGI,ORD,CGI
ORD-CHO,ORD,CHO
ORD-CKB,ORD,CKB
ORD-CMX,ORD,CMX
ORD-COS,ORD,COS
ORD-DLH,ORD,DLH
ORD-EAU,ORD,EAU
ORD-FCA,ORD,FCA
ORD-HDN,ORD,HDN
ORD-HPN,ORD,HPN
ORD-LWB,ORD,LWB
ORD-MBS,ORD,MBS
ORD-MEI,ORD,MEI
ORD-MKE,ORD,MKE
ORD-MKG,ORD,MKG
ORD-MTJ,ORD,MTJ
ORD-ORF,ORD,ORF
ORD-PAH,ORD,PAH
ORD-PNS,ORD,PNS
ORD-RAP,ORD,RAP
ORD-SBN,ORD,SBN
ORD-SHD,ORD,SHD
ORD-SLN,ORD,SLN
ORD-SPI,ORD,SPI
ORD-UIN,ORD,UIN
CHO-ORD,CHO,ORD
CID-DTW,CID,DTW
CID-MSP,CID,MSP
CIU-DTW,CIU,DTW
CIU-MSP,CIU,MSP
CKB-IAD,CKB,IAD
CKB-ORD,CKB,ORD
CLT-FWA,CLT,FWA
CMH-DEN,CMH,DEN
CMH-DTW,CMH,DTW
CMX-ORD,CMX,ORD
CNY-DEN,CNY,DEN
COD-DEN,COD,DEN
CPR-SLC,CPR,SLC
STL-DEN,STL,DEN
STL-LGA,STL,LGA
STL-SAN,STL,SAN
STL-SFO,STL,SFO
STL-SLC,STL,SLC
CYS-DFW,CYS,DFW
DTW-ABE,DTW,ABE
DTW-ALB,DTW,ALB
DTW-APN,DTW,APN
DTW-BGM,DTW,BGM
DTW-BNA,DTW,BNA
DTW-CID,DTW,CID
DTW-CIU,DTW,CIU
DTW-CMH,DTW,CMH
DTW-ERI,DTW,ERI
DTW-ESC,DTW,ESC
DTW-FWA,DTW,FWA
DTW-HPN,DTW,HPN
DTW-IMT,DTW,IMT
DTW-ITH,DTW,ITH
DTW-LEX,DTW,LEX
DTW-MBS,DTW,MBS
DTW-MKE,DTW,MKE
DTW-MLI,DTW,MLI
DTW-MQT,DTW,MQT
DTW-OKC,DTW,OKC
DTW-PLN,DTW,PLN
DTW-SBN,DTW,SBN
DTW-SCE,DTW,SCE
DTW-SDF,DTW,SDF
DTW-SWF,DTW,SWF
DHN-ATL,DHN,ATL
DLH-MSP,DLH,MSP
DLH-ORD,DLH,ORD
DSM-SLC,DSM,SLC
DVL-JMS,DVL,JMS
IAH-ASE,IAH,ASE
IAH-LGA,IAH,LGA
IAH-MSP,IAH,MSP
IAH-SGF,IAH,SGF
IAH-SLC,IAH,SLC
EAR-DEN,EAR,DEN
EAU-ORD,EAU,ORD
EGE-DEN,EGE,DEN
EGE-PHX,EGE,PHX
EGE-SFO,EGE,SFO
EGE-SLC,EGE,SLC
EKO-SLC,EKO,SLC
ERI-DTW,ERI,DTW
ESC-DTW,ESC,DTW
EUG-DEN,EUG,DEN
EUG-LAX,EUG,LAX
EUG-PHX,EUG,PHX
EUG-SFO,EUG,SFO
EUG-SLC,EUG,SLC
FAR-DEN,FAR,DEN
FAR-MSP,FAR,MSP
FAT-LAX,FAT,LAX
FAT-PDX,FAT,PDX
FAT-PHX,FAT,PHX
FAT-SAN,FAT,SAN
FAT-SEA,FAT,SEA
FAT-SFO,FAT,SFO
FAT-SLC,FAT,SLC
FCA-ORD,FCA,ORD
FCA-SLC,FCA,SLC
MSP-ABR,MSP,ABR
MSP-ASE,MSP,ASE
MSP-AZO,MSP,AZO
MSP-BJI,MSP,BJI
MSP-BNA,MSP,BNA
MSP-BRD,MSP,BRD
MSP-CID,MSP,CID
MSP-CIU,MSP,CIU
MSP-DLH,MSP,DLH
MSP-FWA,MSP,FWA
MSP-GFK,MSP,GFK
MSP-GRB,MSP,GRB
MSP-HIB,MSP,HIB
MSP-HLN,MSP,HLN
MSP-IAH,MSP,IAH
MSP-ICT,MSP,ICT
MSP-IMT,MSP,IMT
MSP-INL,MSP,INL
MSP-ISN,MSP,ISN
MSP-LAN,MSP,LAN
MSP-LNK,MSP,LNK
MSP-LSE,MSP,LSE
MSP-MDW,MSP,MDW
MSP-MLI,MSP,MLI
MSP-MQT,MSP,MQT
MSP-OKC,MSP,OKC
MSP-PSC,MSP,PSC
MSP-RAP,MSP,RAP
MSP-RHI,MSP,RHI
MSP-RST,MSP,RST
MSP-XNA,MSP,XNA
FLG-PHX,FLG,PHX
HPN-DTW,HPN,DTW
HPN-ORD,HPN,ORD
LGA-BHM,LGA,BHM
LGA-GSP,LGA,GSP
LGA-IAH,LGA,IAH
LGA-MKE,LGA,MKE
LGA-MSN,LGA,MSN
LGA-SAV,LGA,SAV
LGA-STL,LGA,STL
LGA-SYR,LGA,SYR
SWF-DTW,SWF,DTW
FNT-ATL,FNT,ATL
FSD-DEN,FSD,DEN
FWA-ATL,FWA,ATL
FWA-CLT,FWA,CLT
FWA-DFW,FWA,DFW
FWA-DTW,FWA,DTW
FWA-MSP,FWA,MSP
XNA-ATL,XNA,ATL
XNA-MSP,XNA,MSP
XNA-SFO,XNA,SFO
GCC-DEN,GCC,DEN
GSP-LGA,GSP,LGA
GEG-SAN,GEG,SAN
GEG-SFO,GEG,SFO
GTF-SLC,GTF,SLC
GFK-MSP,GFK,MSP
GJT-PHX,GJT,PHX
GJT-SLC,GJT,SLC
GRB-MSP,GRB,MSP
GRR-DEN,GRR,DEN
HIB-MSP,HIB,MSP
HLN-MSP,HLN,MSP
HLN-SLC,HLN,SLC
LAS-SNA,LAS,SNA
HYS-DEN,HYS,DEN
HYS-SLN,HYS,SLN
IDA-SLC,IDA,SLC
IMT-DTW,IMT,DTW
IMT-MSP,IMT,MSP
IND-DEN,IND,DEN
INL-MSP,INL,MSP
ISN-DEN,ISN,DEN
ISN-MSP,ISN,MSP
ITH-DTW,ITH,DTW
JAC-LAX,JAC,LAX
JAC-SEA,JAC,SEA
JAC-SFO,JAC,SFO
SFO-ABQ,SFO,ABQ
SFO-ACV,SFO,ACV
SFO-ASE,SFO,ASE
SFO-BFL,SFO,BFL
SFO-BOI,SFO,BOI
SFO-BUR,SFO,BUR
SFO-BZN,SFO,BZN
SFO-DAL,SFO,DAL
SFO-EGE,SFO,EGE
SFO-EUG,SFO,EUG
SFO-FAT,SFO,FAT
SFO-GEG,SFO,GEG
SFO-JAC,SFO,JAC
SFO-MCI,SFO,MCI
SFO-MFR,SFO,MFR
SFO-MMH,SFO,MMH
SFO-MRY,SFO,MRY
SFO-MSN,SFO,MSN
SFO-MTJ,SFO,MTJ
SFO-OKC,SFO,OKC
SFO-ONT,SFO,ONT
SFO-OTH,SFO,OTH
SFO-PSC,SFO,PSC
SFO-RDD,SFO,RDD
SFO-RDM,SFO,RDM
SFO-RNO,SFO,RNO
SFO-SAT,SFO,SAT
SFO-SBA,SFO,SBA
SFO-SBP,SFO,SBP
SFO-SMF,SFO,SMF
SFO-SNA,SFO,SNA
SFO-STL,SFO,STL
SFO-STS,SFO,STS
SFO-SUN,SFO,SUN
SFO-TUS,SFO,TUS
SFO-XNA,SFO,XNA
SJC-AUS,SJC,AUS
SJC-BOI,SJC,BOI
SJC-BUR,SJC,BUR
SJC-DAL,SJC,DAL
SJC-LAX,SJC,LAX
SJC-RNO,SJC,RNO
SJC-SAN,SJC,SAN
SJC-SNA,SJC,SNA
SJC-TUS,SJC,TUS
JLN-DFW,JLN,DFW
JMS-DEN,JMS,DEN
JMS-DVL,JMS,DVL
RST-ATL,RST,ATL
RST-MSP,RST,MSP
BUR-DEN,BUR,DEN
BUR-SFO,BUR,SFO
BUR-SJC,BUR,SJC
BUR-SLC,BUR,SLC
LAX-ABQ,LAX,ABQ
LAX-ACV,LAX,ACV
LAX-ASE,LAX,ASE
LAX-BOI,LAX,BOI
LAX-COS,LAX,COS
LAX-DAL,LAX,DAL
LAX-ELP,LAX,ELP
LAX-EUG,LAX,EUG
LAX-FAT,LAX,FAT
LAX-HDN,LAX,HDN
LAX-JAC,LAX,JAC
LAX-MMH,LAX,MMH
LAX-MRY,LAX,MRY
LAX-PRC,LAX,PRC
LAX-PSP,LAX,PSP
LAX-RDM,LAX,RDM
LAX-RNO,LAX,RNO
LAX-SBA,LAX,SBA
LAX-SBP,LAX,SBP
LAX-SGU,LAX,SGU
LAX-SJC,LAX,SJC
LAX-SUN,LAX,SUN
ONT-SFO,ONT,SFO
SNA-LAS,SNA,LAS
SNA-SFO,SNA,SFO
SNA-SJC,SNA,SJC
LIT-DEN,LIT,DEN
LAN-MSP,LAN,MSP
LAR-DEN,LAR,DEN
LBF-DEN,LBF,DEN
LBL-DEN,LBL,DEN
LEX-DTW,LEX,DTW
LNK-MSP,LNK,MSP
LRD-DFW,LRD,DFW
SDF-DTW,SDF,DTW
LSE-MSP,LSE,MSP
LWB-ORD,LWB,ORD
LWS-SLC,LWS,SLC
MAF-DEN,MAF,DEN
MBS-DTW,MBS,DTW
MBS-ORD,MBS,ORD
SMF-DEN,SMF,DEN
SMF-PDX,SMF,PDX
SMF-SAN,SMF,SAN
SMF-SFO,SMF,SFO
SMF-SLC,SMF,SLC
MCI-PDX,MCI,PDX
MCI-SAN,MCI,SAN
MCI-SFO,MCI,SFO
MCI-SLC,MCI,SLC
SAT-SFO,SAT,SFO
MEI-DFW,MEI,DFW
MEI-ORD,MEI,ORD
MEI-PIB,MEI,PIB
MFR-DEN,MFR,DEN
MFR-PHX,MFR,PHX
MFR-SFO,MFR,SFO
MFR-SLC,MFR,SLC
OMA-DTW,OMA,DTW
OMA-SAN,OMA,SAN
MKE-DEN,MKE,DEN
MKE-DTW,MKE,DTW
MKE-LGA,MKE,LGA
MKE-ORD,MKE,ORD
MKG-ORD,MKG,ORD
MLI-ATL,MLI,ATL
MLI-DTW,MLI,DTW
MLI-MSP,MLI,MSP
MLU-ATL,MLU,ATL
MMH-DEN,MMH,DEN
MMH-LAX,MMH,LAX
MMH-SFO,MMH,SFO
MQT-DTW,MQT,DTW
MQT-MSP,MQT,MSP
MSN-ATL,MSN,ATL
MSN-LGA,MSN,LGA
MSN-SFO,MSN,SFO
MSN-SLC,MSN,SLC
MTJ-DEN,MTJ,DEN
MTJ-ORD,MTJ,ORD
MTJ-SFO,MTJ,SFO
MTJ-SLC,MTJ,SLC
SAN-AUS,SAN,AUS
SAN-BOI,SAN,BOI
SAN-DAL,SAN,DAL
SAN-FAT,SAN,FAT
SAN-GEG,SAN,GEG
SAN-MCI,SAN,MCI
SAN-MRY,SAN,MRY
SAN-OMA,SAN,OMA
SAN-SJC,SAN,SJC
SAN-SMF,SAN,SMF
SAN-STL,SAN,STL
SAN-STS,SAN,STS
ORF-ORD,ORF,ORD
PNS-ORD,PNS,ORD
YUM-PHX,YUM,PHX
RDD-SFO,RDD,SFO
OKC-DEN,OKC,DEN
OKC-DTW,OKC,DTW
OKC-MSP,OKC,MSP
OKC-SFO,OKC,SFO
OKC-SLC,OKC,SLC
OTH-SFO,OTH,SFO
PAH-ORD,PAH,ORD
PBG-IAD,PBG,IAD
PDX-BOI,PDX,BOI
PDX-DAL,PDX,DAL
PDX-DEN,PDX,DEN
PDX-FAT,PDX,FAT
PDX-MCI,PDX,MCI
PDX-RNO,PDX,RNO
PDX-TUS,PDX,TUS
PIB-MEI,PIB,MEI
PIH-SLC,PIH,SLC
PLN-APN,PLN,APN
